Day,Cow,Pig,Poultry,CH4,NH4
181,0.778067826,0.225097887,1.191188525,0.638782319,3.1736248369999998
182,0.778067826,0.225097887,1.191188525,0.642484132,3.211139272
183,0.778067826,0.225097887,1.191188525,0.644076391,3.247774557
184,0.778067826,0.225097887,1.191188525,0.645163249,3.2834919730000003
185,0.778067826,0.225097887,1.191188525,0.645895522,3.3182395820000004
186,0.778067826,0.225097887,1.191188525,0.646356093,3.351954304
187,0.778067826,0.225097887,1.191188525,0.64660007,3.3845904260000004
188,0.778067826,0.225097887,1.191188525,0.6466875,3.4161254789999997
189,0.778067826,0.225097887,1.191188525,0.646663641,3.446558586
190,0.778067826,0.225097887,1.191188525,0.646557218,3.475902659
191,0.778067826,0.225097887,1.191188525,0.646389548,3.5041798060000002
192,0.778067826,0.225097887,1.191188525,0.646181642,3.5314187820000003
193,0.778067826,0.225097887,1.191188525,0.645936432,3.557651242
194,0.778067826,0.225097887,1.191188525,0.645659154,3.582910343
195,0.778067826,0.225097887,1.191188525,0.645356468,3.607230512
196,0.778067826,0.225097887,1.191188525,0.645027158,3.630645739
197,0.778067826,0.225097887,1.191188525,0.644666494,3.6531891759999997
198,0.778067826,0.225097887,1.191188525,0.644272043,3.674892964
199,0.778067826,0.225097887,1.191188525,0.643839253,3.695787929
200,0.778067826,0.225097887,1.191188525,0.643361889,3.71590361
201,0.778067826,0.225097887,1.191188525,0.642833326,3.735268267
202,0.778067826,0.225097887,1.191188525,0.642246391,3.753909013
203,0.778067826,0.225097887,1.191188525,0.64159222,3.771851808
204,0.778067826,0.225097887,1.191188525,0.640861143,3.789121588
205,0.778067826,0.225097887,1.191188525,0.640042648,3.805742404
206,0.778067826,0.225097887,1.191188525,0.639124469,3.821737535
207,0.778067826,0.225097887,1.191188525,0.638092977,3.837129574
208,0.778067826,0.225097887,1.191188525,0.636933847,3.851940516
209,0.778067826,0.225097887,1.191188525,0.635631032,3.866191876
210,0.58355087,0.225097887,1.588251366,0.686353612,3.9016574989999997
211,0.58355087,0.225097887,1.588251366,0.689238353,3.940786658
212,0.58355087,0.225097887,1.588251366,0.685494863,3.97951392
213,0.58355087,0.225097887,1.588251366,0.680506791,4.017577712
214,0.58355087,0.225097887,1.588251366,0.674437945,4.054807809
215,0.58355087,0.225097887,1.588251366,0.667392139,4.091085725
216,0.58355087,0.225097887,1.588251366,0.659446755,4.1263315
217,0.58355087,0.225097887,1.588251366,0.650686933,4.160491478
218,0.58355087,0.225097887,1.588251366,0.641202685,4.193526854
219,0.58355087,0.225097887,1.588251366,0.631089075,4.225410322
220,0.58355087,0.225097887,1.588251366,0.620449161,4.2561233099999995
221,0.58355087,0.225097887,1.588251366,0.609391289,4.285652906999999
222,0.58355087,0.225097887,1.588251366,0.598024769,4.31399063
223,0.58355087,0.225097887,1.588251366,0.586457604,4.341132496999999
224,0.58355087,0.225097887,1.588251366,0.574793821,4.367079006
225,0.58355087,0.225097887,1.588251366,0.56313001,4.391835392
226,0.58355087,0.225097887,1.588251366,0.551552469,4.415412037
227,0.58355087,0.225097887,1.588251366,0.540135412,4.437824604999999
228,0.58355087,0.225097887,1.588251366,0.528941609,4.459093927
229,0.58355087,0.225097887,1.588251366,0.518022521,4.4792457510000006
230,0.58355087,0.225097887,1.588251366,0.507419164,4.498310157
231,0.58355087,0.225097887,1.588251366,0.497162881,4.516321273
232,0.58355087,0.225097887,1.588251366,0.487277896,4.533315896
233,0.58355087,0.225097887,1.588251366,0.477781966,4.549332733
234,0.58355087,0.225097887,1.588251366,0.468686085,4.56441259
235,0.58355087,0.225097887,1.588251366,0.459996961,4.578596510000001
236,0.58355087,0.225097887,1.588251366,0.451718636,4.591925654
237,0.58355087,0.225097887,1.588251366,0.443851483,4.604441274
238,0.58355087,0.225097887,1.588251366,0.436393966,4.616183672
239,0.58355087,0.225097887,1.588251366,0.42934017,4.6271921869999995
0,0.972584783,0.225097887,0.794125683,0.19423551,2.019682018
1,0.972584783,0.225097887,0.794125683,0.36262682,2.030946667
2,0.972584783,0.225097887,0.794125683,0.46339757,2.060586601
3,0.972584783,0.225097887,0.794125683,0.5166155,2.1001889339999997
4,0.972584783,0.225097887,0.794125683,0.53671027,2.139682214
5,0.972584783,0.225097887,0.794125683,0.54093055,2.176879681
6,0.972584783,0.225097887,0.794125683,0.54493004,2.213351439
7,0.972584783,0.225097887,0.794125683,0.55009744,2.2498415169999997
8,0.972584783,0.225097887,0.794125683,0.55364349,2.286302157
9,0.972584783,0.225097887,0.794125683,0.55495045,2.322477193
10,0.972584783,0.225097887,0.794125683,0.55479044,2.358088389
11,0.972584783,0.225097887,0.794125683,0.5540117,2.392887504
12,0.972584783,0.225097887,0.794125683,0.55310027,2.426702776
13,0.972584783,0.225097887,0.794125683,0.55225522,2.45945154
14,0.972584783,0.225097887,0.794125683,0.55155837,2.491116218
15,0.972584783,0.225097887,0.794125683,0.55102573,2.521712249
16,0.972584783,0.225097887,0.794125683,0.55064396,2.551269385
17,0.972584783,0.225097887,0.794125683,0.55039103,2.579821365
18,0.972584783,0.225097887,0.794125683,0.55023711,2.607401433
19,0.972584783,0.225097887,0.794125683,0.55015936,2.6340415619999997
20,0.972584783,0.225097887,0.794125683,0.55013672,2.6597725519999997
21,0.972584783,0.225097887,0.794125683,0.55015502,2.6846238330000003
22,0.972584783,0.225097887,0.794125683,0.55019767,2.7086236090000004
23,0.972584783,0.225097887,0.794125683,0.55025873,2.731799094
24,0.972584783,0.225097887,0.794125683,0.55033272,2.7541765810000003
25,0.972584783,0.225097887,0.794125683,0.55041553,2.7757820040000003
26,0.972584783,0.225097887,0.794125683,0.55050108,2.796640206
27,0.972584783,0.225097887,0.794125683,0.55058763,2.816775975
28,0.972584783,0.225097887,0.794125683,0.55067423,2.836212963
29,0.972584783,0.225097887,0.794125683,0.55075941,2.854974189
30,1.16710174,0.225097887,0.397062842,0.4819681,2.855354928
31,1.16710174,0.225097887,0.397062842,0.46667465,2.846425327
32,1.16710174,0.225097887,0.397062842,0.46165927,2.834967454
33,1.16710174,0.225097887,0.397062842,0.4597365,2.822968143
34,1.16710174,0.225097887,0.397062842,0.45895862,2.8111030689999996
35,1.16710174,0.225097887,0.397062842,0.45858777,2.799590545
36,1.16710174,0.225097887,0.397062842,0.45832722,2.788470845
37,1.16710174,0.225097887,0.397062842,0.45807461,2.777718929
38,1.16710174,0.225097887,0.397062842,0.45782062,2.767306733
39,1.16710174,0.225097887,0.397062842,0.45757881,2.757216047
40,1.16710174,0.225097887,0.397062842,0.45736289,2.747436671
41,1.16710174,0.225097887,0.397062842,0.45718441,2.737965139
42,1.16710174,0.225097887,0.397062842,0.45704272,2.728800138
43,1.16710174,0.225097887,0.397062842,0.45693026,2.7199387849999996
44,1.16710174,0.225097887,0.397062842,0.45684181,2.711376214
45,1.16710174,0.225097887,0.397062842,0.45677406,2.703106091
46,1.16710174,0.225097887,0.397062842,0.45672245,2.695122621
47,1.16710174,0.225097887,0.397062842,0.45668355,2.687418315
48,1.16710174,0.225097887,0.397062842,0.45665399,2.679986132
49,1.16710174,0.225097887,0.397062842,0.45663163,2.672817779
50,1.16710174,0.225097887,0.397062842,0.4566148,2.6659051760000003
51,1.16710174,0.225097887,0.397062842,0.45660197,2.6592400400000002
52,1.16710174,0.225097887,0.397062842,0.456593,2.6528142910000003
53,1.16710174,0.225097887,0.397062842,0.45658692,2.6466200669999997
54,1.16710174,0.225097887,0.397062842,0.45658385,2.640650062
55,1.16710174,0.225097887,0.397062842,0.45658252,2.634896087
56,1.16710174,0.225097887,0.397062842,0.45658283,2.629351134
57,1.16710174,0.225097887,0.397062842,0.45658479,2.624008359
58,1.16710174,0.225097887,0.397062842,0.45658747,2.618859933
59,1.16710174,0.225097887,0.397062842,0.45659099,2.613899178
60,1.361618696,0.150065258,0.397062842,0.45933663,2.607341317
61,1.361618696,0.150065258,0.397062842,0.46263208,2.600268363
62,1.361618696,0.150065258,0.397062842,0.46542494,2.5934036999999996
63,1.361618696,0.150065258,0.397062842,0.46752677,2.5869595739999998
64,1.361618696,0.150065258,0.397062842,0.46896981,2.5809216929999996
65,1.361618696,0.150065258,0.397062842,0.46990132,2.575224983
66,1.361618696,0.150065258,0.397062842,0.47048672,2.569809305
67,1.361618696,0.150065258,0.397062842,0.47085669,2.564637778
68,1.361618696,0.150065258,0.397062842,0.47110345,2.55968814
69,1.361618696,0.150065258,0.397062842,0.47128262,2.554947587
70,1.361618696,0.150065258,0.397062842,0.4714221,2.550407742
71,1.361618696,0.150065258,0.397062842,0.47153531,2.54606059
72,1.361618696,0.150065258,0.397062842,0.47162982,2.5418974509999996
73,1.361618696,0.150065258,0.397062842,0.47171177,2.5379097489999998
74,1.361618696,0.150065258,0.397062842,0.47178433,2.53408882
75,1.361618696,0.150065258,0.397062842,0.47184814,2.530426431
76,1.361618696,0.150065258,0.397062842,0.47190486,2.526914808
77,1.361618696,0.150065258,0.397062842,0.4719552,2.523546504
78,1.361618696,0.150065258,0.397062842,0.47199989,2.520314844
79,1.361618696,0.150065258,0.397062842,0.47203958,2.517213851
80,1.361618696,0.150065258,0.397062842,0.472075,2.514236961
81,1.361618696,0.150065258,0.397062842,0.47210669,2.511378433
82,1.361618696,0.150065258,0.397062842,0.47213494,2.5086333610000002
83,1.361618696,0.150065258,0.397062842,0.47216038,2.505995805
84,1.361618696,0.150065258,0.397062842,0.47218319,2.503462236
85,1.361618696,0.150065258,0.397062842,0.47220387,2.501027027
86,1.361618696,0.150065258,0.397062842,0.47222257,2.4986869499999997
87,1.361618696,0.150065258,0.397062842,0.47223962,2.496437502
88,1.361618696,0.150065258,0.397062842,0.47225526,2.494274779
89,1.361618696,0.150065258,0.397062842,0.47226958,2.4921955870000003
90,1.361618696,0.075032629,0.794125683,0.53895023,2.504853627
91,1.361618696,0.075032629,0.794125683,0.56218667,2.5272756629999997
92,1.361618696,0.075032629,0.794125683,0.57231319,2.5527252039999997
93,1.361618696,0.075032629,0.794125683,0.57567643,2.577756085
94,1.361618696,0.075032629,0.794125683,0.57709281,2.6017003869999997
95,1.361618696,0.075032629,0.794125683,0.57822283,2.624764339
96,1.361618696,0.075032629,0.794125683,0.57926535,2.647141152
97,1.361618696,0.075032629,0.794125683,0.58015046,2.6689014579999997
98,1.361618696,0.075032629,0.794125683,0.5808567,2.6900507229999997
99,1.361618696,0.075032629,0.794125683,0.58140274,2.710579666
100,1.361618696,0.075032629,0.794125683,0.58182039,2.730480612
101,1.361618696,0.075032629,0.794125683,0.58214515,2.749751893
102,1.361618696,0.075032629,0.794125683,0.58240429,2.76839864
103,1.361618696,0.075032629,0.794125683,0.58261225,2.786431535
104,1.361618696,0.075032629,0.794125683,0.58278255,2.80386121
105,1.361618696,0.075032629,0.794125683,0.58292308,2.82070207
106,1.361618696,0.075032629,0.794125683,0.58304276,2.836967183
107,1.361618696,0.075032629,0.794125683,0.58314397,2.852672658
108,1.361618696,0.075032629,0.794125683,0.58323039,2.867834109
109,1.361618696,0.075032629,0.794125683,0.58330499,2.88246745
110,1.361618696,0.075032629,0.794125683,0.58336933,2.8965888399999997
111,1.361618696,0.075032629,0.794125683,0.58342517,2.91021393
112,1.361618696,0.075032629,0.794125683,0.58347378,2.923358393
113,1.361618696,0.075032629,0.794125683,0.5835174,2.936037964
114,1.361618696,0.075032629,0.794125683,0.58355492,2.9482671099999997
115,1.361618696,0.075032629,0.794125683,0.58358882,2.960061595
116,1.361618696,0.075032629,0.794125683,0.58361866,2.971435151
117,1.361618696,0.075032629,0.794125683,0.58364531,2.982402398
118,1.361618696,0.075032629,0.794125683,0.5836697,2.9929777779999998
119,1.361618696,0.075032629,0.794125683,0.58369127,3.0031741430000003
120,1.361618696,0.0,1.191188525,0.65166319,3.029086601
121,1.361618696,0.0,1.191188525,0.6726346,3.063116103
122,1.361618696,0.0,1.191188525,0.68015291,3.0981961190000002
123,1.361618696,0.0,1.191188525,0.68358033,3.132441279
124,1.361618696,0.0,1.191188525,0.68592112,3.165740753
125,1.361618696,0.0,1.191188525,0.68773887,3.19817527
126,1.361618696,0.0,1.191188525,0.68913016,3.229752091
127,1.361618696,0.0,1.191188525,0.69016496,3.2604445909999997
128,1.361618696,0.0,1.191188525,0.69092219,3.290227845
129,1.361618696,0.0,1.191188525,0.69147272,3.3190868239999998
130,1.361618696,0.0,1.191188525,0.69187308,3.3470188199999997
131,1.361618696,0.0,1.191188525,0.6921608,3.374032497
132,1.361618696,0.0,1.191188525,0.69236773,3.400138642
133,1.361618696,0.0,1.191188525,0.6925141,3.425354038
134,1.361618696,0.0,1.191188525,0.69261323,3.449699295
135,1.361618696,0.0,1.191188525,0.69267696,3.4731956449999997
136,1.361618696,0.0,1.191188525,0.69271256,3.495866679
137,1.361618696,0.0,1.191188525,0.69272513,3.5177364520000003
138,1.361618696,0.0,1.191188525,0.69271706,3.538828906
139,1.361618696,0.0,1.191188525,0.69269478,3.559167699
140,1.361618696,0.0,1.191188525,0.69265803,3.5787765410000003
141,1.361618696,0.0,1.191188525,0.69261088,3.5976791990000003
142,1.361618696,0.0,1.191188525,0.69255351,3.615898534
143,1.361618696,0.0,1.191188525,0.69248749,3.633457715
144,1.361618696,0.0,1.191188525,0.69241388,3.650378778
145,1.361618696,0.0,1.191188525,0.69233321,3.666683442
146,1.361618696,0.0,1.191188525,0.69224613,3.682393115
147,1.361618696,0.0,1.191188525,0.69215166,3.697527691
148,1.361618696,0.0,1.191188525,0.69205109,3.712108318
149,1.361618696,0.0,1.191188525,0.69194445,3.726153484
150,1.556135653,0.0,0.794125683,0.62953834,3.720658488
151,1.556135653,0.0,0.794125683,0.6136525,3.707491767
152,1.556135653,0.0,0.794125683,0.6087943,3.692919116
153,1.556135653,0.0,0.794125683,0.6062776,3.678017204
154,1.556135653,0.0,0.794125683,0.60462996,3.663128341
155,1.556135653,0.0,0.794125683,0.60345008,3.648420871
156,1.556135653,0.0,0.794125683,0.60257697,3.633989764
157,1.556135653,0.0,0.794125683,0.60192153,3.619891772
158,1.556135653,0.0,0.794125683,0.60143086,3.60615996
159,1.556135653,0.0,0.794125683,0.60106558,3.592815463
160,1.556135653,0.0,0.794125683,0.60079382,3.579870629
161,1.556135653,0.0,0.794125683,0.60059175,3.56733028
162,1.556135653,0.0,0.794125683,0.60044165,3.555194106
163,1.556135653,0.0,0.794125683,0.60032951,3.543458525
164,1.556135653,0.0,0.794125683,0.60024462,3.5321173210000003
165,1.556135653,0.0,0.794125683,0.60017877,3.521162604
166,1.556135653,0.0,0.794125683,0.60012653,3.510585307
167,1.556135653,0.0,0.794125683,0.60008431,3.500375613
168,1.556135653,0.0,0.794125683,0.60004945,3.490523421
169,1.556135653,0.0,0.794125683,0.60001965,3.481018329
170,1.556135653,0.0,0.794125683,0.59999358,3.471849784
171,1.556135653,0.0,0.794125683,0.59997087,3.463007309
172,1.556135653,0.0,0.794125683,0.59995093,3.454480663
173,1.556135653,0.0,0.794125683,0.59993421,3.4462598630000003
174,1.556135653,0.0,0.794125683,0.59991839,3.438335249
175,1.556135653,0.0,0.794125683,0.59990835,3.4306974
176,1.556135653,0.0,0.794125683,0.59990107,3.423337396
177,1.556135653,0.0,0.794125683,0.59989561,3.416246898
178,1.556135653,0.0,0.794125683,0.59989599,3.409418068
179,1.556135653,0.0,0.794125683,0.59990162,3.4028436120000003
0,1.556135653,0.0,0.794125683,0.198188,2.015018
1,1.556135653,0.0,0.794125683,0.374099,2.019187
2,1.556135653,0.0,0.794125683,0.478677,2.04026
3,1.556135653,0.0,0.794125683,0.536239,2.0720859999999997
4,1.556135653,0.0,0.794125683,0.563551,2.105631
5,1.556135653,0.0,0.794125683,0.574883,2.1376720000000002
6,1.556135653,0.0,0.794125683,0.583642,2.169167
7,1.556135653,0.0,0.794125683,0.591959,2.200904
8,1.556135653,0.0,0.794125683,0.597956,2.232936
9,1.556135653,0.0,0.794125683,0.601075,2.265033
10,1.556135653,0.0,0.794125683,0.601989,2.296897
11,1.556135653,0.0,0.794125683,0.601714,2.3282420000000004
12,1.556135653,0.0,0.794125683,0.600898,2.358848
13,1.556135653,0.0,0.794125683,0.599979,2.3885949999999996
14,1.556135653,0.0,0.794125683,0.599102,2.417431
15,1.556135653,0.0,0.794125683,0.598379,2.445353
16,1.556135653,0.0,0.794125683,0.597813,2.472375
17,1.556135653,0.0,0.794125683,0.597408,2.49852
18,1.556135653,0.0,0.794125683,0.597131,2.523812
19,1.556135653,0.0,0.794125683,0.596963,2.5482750000000003
20,1.361618696,0.0,1.191188525,0.663772,2.589751
21,1.361618696,0.0,1.191188525,0.681019,2.639581
22,1.361618696,0.0,1.191188525,0.685671,2.6899520000000003
23,1.361618696,0.0,1.191188525,0.686958,2.738897
24,1.361618696,0.0,1.191188525,0.687859,2.7863420000000003
25,1.361618696,0.0,1.191188525,0.688731,2.832392
26,1.361618696,0.0,1.191188525,0.689498,2.877074
27,1.361618696,0.0,1.191188525,0.690126,2.920381
28,1.361618696,0.0,1.191188525,0.690629,2.962312
29,1.361618696,0.0,1.191188525,0.691033,3.002873
30,1.361618696,0.0,1.191188525,0.691355,3.042081
31,1.361618696,0.0,1.191188525,0.691615,3.0799600000000003
32,1.361618696,0.0,1.191188525,0.691829,3.1165410000000002
33,1.361618696,0.0,1.191188525,0.692004,3.151859
34,1.361618696,0.0,1.191188525,0.692153,3.185946
35,1.361618696,0.0,1.191188525,0.692277,3.218839
36,1.361618696,0.0,1.191188525,0.692382,3.250575
37,1.361618696,0.0,1.191188525,0.692472,3.28119
38,1.361618696,0.0,1.191188525,0.692546,3.310721
39,1.361618696,0.0,1.191188525,0.692611,3.339203
40,1.361618696,0.075032629,0.794125683,0.620133,3.349839
41,1.361618696,0.075032629,0.794125683,0.603466,3.352364
42,1.361618696,0.075032629,0.794125683,0.596721,3.352616
43,1.361618696,0.075032629,0.794125683,0.592943,3.3518890000000003
44,1.361618696,0.075032629,0.794125683,0.590548,3.350644
45,1.361618696,0.075032629,0.794125683,0.588919,3.349096
46,1.361618696,0.075032629,0.794125683,0.587757,3.347359
47,1.361618696,0.075032629,0.794125683,0.586897,3.345498
48,1.361618696,0.075032629,0.794125683,0.586244,3.343556
49,1.361618696,0.075032629,0.794125683,0.585736,3.341565
50,1.361618696,0.075032629,0.794125683,0.585337,3.339547
51,1.361618696,0.075032629,0.794125683,0.585023,3.337521
52,1.361618696,0.075032629,0.794125683,0.584776,3.3355
53,1.361618696,0.075032629,0.794125683,0.584577,3.333497
54,1.361618696,0.075032629,0.794125683,0.584415,3.33152
55,1.361618696,0.075032629,0.794125683,0.584284,3.329576
56,1.361618696,0.075032629,0.794125683,0.584177,3.3276689999999998
57,1.361618696,0.075032629,0.794125683,0.584091,3.325804
58,1.361618696,0.075032629,0.794125683,0.584021,3.323984
59,1.361618696,0.075032629,0.794125683,0.583966,3.32221
60,1.361618696,0.150065258,0.397062842,0.514161,3.3045329999999997
61,1.361618696,0.150065258,0.397062842,0.494827,3.278863
62,1.361618696,0.150065258,0.397062842,0.486554,3.251275
63,1.361618696,0.150065258,0.397062842,0.482298,3.223589
64,1.361618696,0.150065258,0.397062842,0.479903,3.1964430000000004
65,1.361618696,0.150065258,0.397062842,0.478431,3.170067
66,1.361618696,0.150065258,0.397062842,0.477428,3.144518
67,1.361618696,0.150065258,0.397062842,0.476671,3.119783
68,1.361618696,0.150065258,0.397062842,0.476064,3.095838
69,1.361618696,0.150065258,0.397062842,0.475556,3.072656
70,1.361618696,0.150065258,0.397062842,0.475131,3.050217
71,1.361618696,0.150065258,0.397062842,0.474779,3.0285059999999997
72,1.361618696,0.150065258,0.397062842,0.474487,3.0075100000000003
73,1.361618696,0.150065258,0.397062842,0.474237,2.987212
74,1.361618696,0.150065258,0.397062842,0.474026,2.967597
75,1.361618696,0.150065258,0.397062842,0.473846,2.948646
76,1.361618696,0.150065258,0.397062842,0.473692,2.930344
77,1.361618696,0.150065258,0.397062842,0.47356,2.912673
78,1.361618696,0.150065258,0.397062842,0.473445,2.895615
79,1.361618696,0.150065258,0.397062842,0.473343,2.879151
80,1.16710174,0.225097887,0.397062842,0.470468,2.865049
81,1.16710174,0.225097887,0.397062842,0.467146,2.8521970000000003
82,1.16710174,0.225097887,0.397062842,0.464285,2.839831
83,1.16710174,0.225097887,0.397062842,0.462104,2.827725
84,1.16710174,0.225097887,0.397062842,0.460602,2.815874
85,1.16710174,0.225097887,0.397062842,0.459631,2.804328
86,1.16710174,0.225097887,0.397062842,0.459015,2.793122
87,1.16710174,0.225097887,0.397062842,0.458615,2.782272
88,1.16710174,0.225097887,0.397062842,0.458342,2.771777
89,1.16710174,0.225097887,0.397062842,0.458141,2.7616300000000003
90,1.16710174,0.225097887,0.397062842,0.457984,2.7518200000000004
91,1.16710174,0.225097887,0.397062842,0.457856,2.742335
92,1.16710174,0.225097887,0.397062842,0.457748,2.733168
93,1.16710174,0.225097887,0.397062842,0.457653,2.7243090000000003
94,1.16710174,0.225097887,0.397062842,0.457569,2.715748
95,1.16710174,0.225097887,0.397062842,0.457497,2.70748
96,1.16710174,0.225097887,0.397062842,0.457432,2.699493
97,1.16710174,0.225097887,0.397062842,0.457375,2.6917820000000003
98,1.16710174,0.225097887,0.397062842,0.457324,2.6843380000000003
99,1.16710174,0.225097887,0.397062842,0.457279,2.677152
100,0.972584783,0.225097887,0.794125683,0.520773,2.686689
101,0.972584783,0.225097887,0.794125683,0.54154,2.706852
102,0.972584783,0.225097887,0.794125683,0.548855,2.730076
103,0.972584783,0.225097887,0.794125683,0.549879,2.752709
104,0.972584783,0.225097887,0.794125683,0.54969,2.774179
105,0.972584783,0.225097887,0.794125683,0.549791,2.7947759999999997
106,0.972584783,0.225097887,0.794125683,0.550168,2.814722
107,0.972584783,0.225097887,0.794125683,0.550607,2.834096
108,0.972584783,0.225097887,0.794125683,0.551002,2.852906
109,0.972584783,0.225097887,0.794125683,0.551323,2.871143
110,0.972584783,0.225097887,0.794125683,0.55157,2.888801
111,0.972584783,0.225097887,0.794125683,0.551761,2.9058800000000002
112,0.972584783,0.225097887,0.794125683,0.55191,2.922387
113,0.972584783,0.225097887,0.794125683,0.552026,2.938332
114,0.972584783,0.225097887,0.794125683,0.552119,2.953728
115,0.972584783,0.225097887,0.794125683,0.552192,2.968588
116,0.972584783,0.225097887,0.794125683,0.552251,2.982927
117,0.972584783,0.225097887,0.794125683,0.552299,2.99676
118,0.972584783,0.225097887,0.794125683,0.552338,3.010103
119,0.972584783,0.225097887,0.794125683,0.55237,3.022972
120,0.778067826,0.225097887,1.191188525,0.617181,3.053382
121,0.778067826,0.225097887,1.191188525,0.636229,3.092364
122,0.778067826,0.225097887,1.191188525,0.640931,3.1320740000000002
123,0.778067826,0.225097887,1.191188525,0.642057,3.170609
124,0.778067826,0.225097887,1.191188525,0.642759,3.207948
125,0.778067826,0.225097887,1.191188525,0.643444,3.244218
126,0.778067826,0.225097887,1.191188525,0.644041,3.279444
127,0.778067826,0.225097887,1.191188525,0.644511,3.313612
128,0.778067826,0.225097887,1.191188525,0.644844,3.346705
129,0.778067826,0.225097887,1.191188525,0.645064,3.378716
130,0.778067826,0.225097887,1.191188525,0.645192,3.409654
131,0.778067826,0.225097887,1.191188525,0.645246,3.4395300000000004
132,0.778067826,0.225097887,1.191188525,0.645237,3.468365
133,0.778067826,0.225097887,1.191188525,0.645174,3.4961840000000004
134,0.778067826,0.225097887,1.191188525,0.645065,3.523012
135,0.778067826,0.225097887,1.191188525,0.644915,3.548877
136,0.778067826,0.225097887,1.191188525,0.644729,3.573808
137,0.778067826,0.225097887,1.191188525,0.644506,3.5978339999999998
138,0.778067826,0.225097887,1.191188525,0.64425,3.620984
139,0.778067826,0.225097887,1.191188525,0.643954,3.6432849999999997
140,0.58355087,0.225097887,1.588251366,0.698036,3.6839920000000004
141,0.58355087,0.225097887,1.588251366,0.711045,3.731351
142,0.58355087,0.225097887,1.588251366,0.711399,3.7780259999999997
143,0.58355087,0.225097887,1.588251366,0.709758,3.823237
144,0.58355087,0.225097887,1.588251366,0.707504,3.867129
145,0.58355087,0.225097887,1.588251366,0.70451,3.909771
146,0.58355087,0.225097887,1.588251366,0.700639,3.951156
147,0.58355087,0.225097887,1.588251366,0.695855,3.9912669999999997
148,0.58355087,0.225097887,1.588251366,0.690152,4.030086
149,0.58355087,0.225097887,1.588251366,0.68355,4.067608
150,0.58355087,0.225097887,1.588251366,0.676084,4.103833
151,0.58355087,0.225097887,1.588251366,0.667801,4.1387659999999995
152,0.58355087,0.225097887,1.588251366,0.658753,4.172415
153,0.58355087,0.225097887,1.588251366,0.649015,4.2047870000000005
154,0.58355087,0.225097887,1.588251366,0.638667,4.235892
155,0.58355087,0.225097887,1.588251366,0.6278,4.265738000000001
156,0.58355087,0.225097887,1.588251366,0.616516,4.294334
157,0.58355087,0.225097887,1.588251366,0.604915,4.321687
158,0.58355087,0.225097887,1.588251366,0.593103,4.347808
159,0.58355087,0.225097887,1.588251366,0.581185,4.372707
0,0.972584783,0.225097887,0.794125683,0.194236,2.019682
1,0.972584783,0.225097887,0.794125683,0.362627,2.030947
2,0.972584783,0.225097887,0.794125683,0.463398,2.060587
3,0.972584783,0.225097887,0.794125683,0.516615,2.100189
4,0.972584783,0.225097887,0.794125683,0.53671,2.1396819999999996
5,0.972584783,0.225097887,0.794125683,0.540931,2.17688
6,0.972584783,0.225097887,0.794125683,0.54493,2.2133510000000003
7,0.972584783,0.225097887,0.794125683,0.550097,2.249842
8,0.972584783,0.225097887,0.794125683,0.553643,2.286302
9,0.972584783,0.225097887,0.794125683,0.55495,2.3224769999999997
10,0.972584783,0.225097887,0.794125683,0.55479,2.3580880000000004
11,0.972584783,0.225097887,0.794125683,0.554012,2.392888
12,0.972584783,0.225097887,0.794125683,0.5531,2.426703
13,0.972584783,0.225097887,0.794125683,0.552255,2.459452
14,0.972584783,0.225097887,0.794125683,0.551558,2.491116
15,0.972584783,0.225097887,0.794125683,0.551026,2.521712
16,0.972584783,0.225097887,0.794125683,0.550644,2.5512689999999996
17,0.972584783,0.225097887,0.794125683,0.550391,2.579821
18,0.972584783,0.225097887,0.794125683,0.550237,2.607401
19,0.972584783,0.225097887,0.794125683,0.550158,2.634042
20,1.16710174,0.225097887,0.397062842,0.481952,2.642109
21,1.16710174,0.225097887,0.397062842,0.466404,2.640688
22,1.16710174,0.225097887,0.397062842,0.461115,2.63649
23,1.16710174,0.225097887,0.397062842,0.458989,2.631473
24,1.16710174,0.225097887,0.397062842,0.458068,2.62632
25,1.16710174,0.225097887,0.397062842,0.457626,2.6212649999999997
26,1.16710174,0.225097887,0.397062842,0.457343,2.6163670000000003
27,1.16710174,0.225097887,0.397062842,0.4571,2.611619
28,1.16710174,0.225097887,0.397062842,0.456872,2.607005
29,1.16710174,0.225097887,0.397062842,0.456671,2.602513
30,1.16710174,0.225097887,0.397062842,0.456502,2.5981439999999996
31,1.16710174,0.225097887,0.397062842,0.456367,2.593901
32,1.16710174,0.225097887,0.397062842,0.456264,2.589786
33,1.16710174,0.225097887,0.397062842,0.456192,2.585802
34,1.16710174,0.225097887,0.397062842,0.456145,2.5819520000000002
35,1.16710174,0.225097887,0.397062842,0.456115,2.578234
36,1.16710174,0.225097887,0.397062842,0.456099,2.574647
37,1.16710174,0.225097887,0.397062842,0.456093,2.571189
38,1.16710174,0.225097887,0.397062842,0.456093,2.567857
39,1.16710174,0.225097887,0.397062842,0.456099,2.564648
40,1.361618696,0.150065258,0.397062842,0.458945,2.559775
41,1.361618696,0.150065258,0.397062842,0.462221,2.5543310000000004
42,1.361618696,0.150065258,0.397062842,0.464996,2.549043
43,1.361618696,0.150065258,0.397062842,0.467083,2.544116
44,1.361618696,0.150065258,0.397062842,0.468519,2.539542
45,1.361618696,0.150065258,0.397062842,0.469449,2.535257
