,Cow,Pig,Poultry,CH4,NH4
0,1.9451695661912938,0.0,0.0,0.14260418979885442,1.9874551615282001
1,1.9451695661912938,0.0,0.0,0.24852335064417247,1.9478492466727266
2,1.9451695661912938,0.0,0.0,0.31171517787092506,1.9115242862710542
3,1.9451695661912938,0.0,0.0,0.3466598303999113,1.8798081002262093
4,1.9451695661912938,0.0,0.0,0.36844146391334465,1.8536141330150537
5,1.9451695661912938,0.0,0.0,0.3839282978503438,1.8328006555353384
6,1.9451695661912938,0.0,0.0,0.39468023313982964,1.8159799731514745
7,1.9451695661912938,0.0,0.0,0.4009247735101307,1.8011999970985946
8,1.9451695661912938,0.0,0.0,0.4036858329231108,1.7870106557651255
9,1.9451695661912938,0.0,0.0,0.4045339628489403,1.772891603116876
10,1.9451695661912938,0.0,0.0,0.4046139023362961,1.7589372517683164
11,1.9451695661912938,0.0,0.0,0.40450290515970466,1.7454038923289668
12,1.9451695661912938,0.0,0.0,0.40440631150770234,1.732494278339449
13,1.9451695661912938,0.0,0.0,0.40436313110936667,1.7202984773029828
14,1.9451695661912938,0.0,0.0,0.40437538591524697,1.70881294522396
15,1.9451695661912938,0.0,0.0,0.4043828488969851,1.6979879445576307
16,1.9451695661912938,0.0,0.0,0.40439149082277903,1.687757548703639
17,1.9451695661912938,0.0,0.0,0.4043946779973205,1.678057384924769
18,1.9451695661912938,0.0,0.0,0.4043963580456339,1.6688351850412755
19,1.9451695661912938,0.0,0.0,0.40441228429873405,1.660052623799714
20,1.9451695661912938,0.0,0.0,0.40444414077511315,1.6516808249656185
21,1.9451695661912938,0.0,0.0,0.4044915078026311,1.6436961237368346
22,1.9451695661912938,0.0,0.0,0.4045534226203481,1.636077234649149
23,1.9451695661912938,0.0,0.0,0.4046250886967113,1.628804810937904
24,1.9451695661912938,0.0,0.0,0.40470331961061673,1.621860067557422
25,1.9451695661912938,0.0,0.0,0.40478382402617247,1.6152255880948148
26,1.9451695661912938,0.0,0.0,0.4048640688614784,1.6088850704168474
27,1.9451695661912938,0.0,0.0,0.40494294255878366,1.602823083119298
28,1.9451695661912938,0.0,0.0,0.40501977987105403,1.597025089662819
29,1.9451695661912938,0.0,0.0,0.4050945891808225,1.5914779927290532
30,1.9451695661912938,0.0,0.0,0.405167242128184,1.5861701838530808
31,1.9451695661912938,0.0,0.0,0.40523664651971736,1.5810885206423388
32,1.9451695661912938,0.0,0.0,0.4053042812420002,1.5762239616141207
33,1.9451695661912938,0.0,0.0,0.4053689137584693,1.571564483199411
34,1.9451695661912938,0.0,0.0,0.4054313728472563,1.5671025388203272
35,1.9451695661912938,0.0,0.0,0.40549070073304355,1.5628274714390735
36,1.9451695661912938,0.0,0.0,0.405548096858608,1.5587324167471779
37,1.9451695661912938,0.0,0.0,0.40560277278601714,1.554807982916493
38,1.9451695661912938,0.0,0.0,0.4056553340633009,1.55104778459917
39,1.9451695661912938,0.0,0.0,0.4057051958711508,1.5474434975027662
40,1.9451695661912938,0.0,0.0,0.4057534919860824,1.5439897873409034
41,1.9451695661912938,0.0,0.0,0.40579955312693056,1.5406788930412236
